title,current price,full day fee,fluctuation rate,face value,market cap,number of listed shares,foreigner ratio,trading volume,PER,ROE
현대그린푸드,"11,420",290,+2.61%,500,"33,881","3,869",10.42,"222,442",N/A,N/A
한화갤러리아,"1,993",17,-0.85%,500,"193,860","3,864",15.11,"3,267,729",N/A,N/A
이아이디,"2,425",130,+5.66%,200,"158,130","3,835",1.73,"131,692,001",-2.35,-47.66
풀무원,"10,000",10,+0.10%,500,"38,121","3,812",0.50,"23,148",-22.68,-4.23
잇츠한불,"17,320",690,+4.15%,500,"21,929","3,798",0.81,"83,543",-55.69,-1.83
에이프로젠,"1,496",55,-3.55%,500,"253,669","3,795",16.22,"2,179,038",-2.33,-90.82
TYM,"2,490",40,+1.63%,500,"152,354","3,794",3.97,"3,066,295",3.86,33.53
세진중공업,"6,610",190,-2.79%,500,"56,849","3,758",1.29,"634,097",32.40,7.09
맵스리얼티1,"4,040",45,-1.10%,0,"92,834","3,750",3.55,"24,983",N/A,N/A
서연이화,"13,870",370,-2.60%,500,"27,028","3,749",11.63,"405,063",6.73,8.03
효성화학,"116,700","1,300",-1.10%,"5,000","3,190","3,723",5.19,"17,608",-0.91,-135.41
한국자산신탁,"2,940",0,0.00%,500,"123,978","3,645",5.63,"98,867",3.37,12.15
SK렌터카,"7,700",20,-0.26%,500,"47,286","3,641",0.50,"31,906",17.54,4.15
이연제약,"20,200",710,+3.64%,500,"17,999","3,636",1.26,"126,534",50.25,3.02
KOSEF 국고채10년,"111,740",145,-0.13%,0,"3,250","3,632",0.33,"8,645",N/A,N/A
현대퓨처넷,"3,290",25,-0.75%,500,"110,203","3,626",6.16,"364,646",-68.54,-0.71
YG PLUS,"5,700",110,-1.89%,500,"63,429","3,615",1.75,"983,146",30.98,8.39
KISCO홀딩스,"22,350",650,+3.00%,"1,000","16,176","3,615",7.04,"22,107",4.68,7.99
유나이티드제약,"22,200",0,0.00%,500,"16,245","3,606",6.95,"37,291",7.97,14.18
TIGER 일본니케이225,"16,705",20,+0.12%,0,"21,560","3,602",0.00,"2,309",N/A,N/A
CJ4우(전환),"84,900","3,100",+3.79%,"5,000","4,227","3,588",3.61,"24,392",14.98,N/A
남양유업,"498,000","2,000",-0.40%,"5,000",720,"3,586",7.76,907,-5.63,-10.12
수산인더스트리,"25,050","1,600",-6.00%,200,"14,286","3,579",1.30,"211,439",7.12,11.47
경동인베스트,"150,900","5,100",-3.27%,"5,000","2,365","3,569",9.08,"119,588",25.11,3.23
일성신약,"26,650","1,900",-6.65%,"1,000","13,300","3,544",1.25,"83,856",3.37,26.59
코리아써키트,"14,970",430,-2.79%,500,"23,621","3,536",1.66,"197,577",5.97,15.53
한화리츠,"4,990",5,+0.10%,500,"70,600","3,523",0.83,"68,232",N/A,N/A
한일홀딩스,"11,380",40,-0.35%,"1,000","30,833","3,509",2.82,"7,311",3.92,6.40
신도리코,"34,750",850,+2.51%,"5,000","10,080","3,503",9.10,"11,506",7.78,4.73
스카이라이프,"7,320",60,-0.81%,"2,500","47,822","3,501",9.76,"103,365",15.64,2.77
다올투자증권,"5,790",10,+0.17%,"5,000","60,314","3,492",11.26,"347,130",6.45,9.38
KEC,"2,405",35,+1.48%,500,"144,763","3,482",2.44,"2,921,834",15.93,7.67
한일현대시멘트,"17,870",30,-0.17%,"5,000","19,328","3,454",0.44,"16,415",9.07,10.38
대한제강,"14,000",100,-0.71%,"1,000","24,647","3,451",8.46,"63,040",2.75,18.50
HL홀딩스,"32,850",450,+1.39%,"5,000","10,472","3,440",6.58,"17,118",110.98,0.31
KOSEF 200,"33,800",155,-0.46%,0,"10,150","3,431",0.00,"9,850",N/A,N/A
신대양제지,"85,100",700,-0.82%,"5,000","4,030","3,429",8.57,756,7.21,8.99
교보증권,"5,300",20,+0.38%,"5,000","64,653","3,427",2.33,"27,377",7.91,2.93
한국토지신탁,"1,357",4,-0.29%,"1,000","252,489","3,426",8.88,"456,026",14.28,2.36
퍼시스,"29,750",200,-0.67%,"1,000","11,500","3,421",18.84,882,58.22,N/A
TIGER 글로벌자율주행&전기차SOLACTIVE,"9,955",50,+0.50%,0,"34,320","3,417",0.28,"70,690",N/A,N/A
흥아해운,"1,415",1,-0.07%,500,"240,425","3,402",0.88,"266,943",15.05,19.41
서흥,"29,400",50,-0.17%,500,"11,569","3,401",9.71,"10,277",10.01,8.40
일양약품,"17,810",190,-1.06%,"2,500","19,086","3,399",7.86,"33,009",18.08,8.39
SK증권,715,13,-1.79%,500,"472,590","3,379",7.13,"2,245,063",35.75,1.52
미래에셋 레버리지 원유선물혼합 ETN(H),"8,155",205,-2.45%,0,"41,000","3,344",0.00,"17,687",N/A,N/A
LG헬로비전,"4,310",20,-0.46%,"2,500","77,447","3,338",6.41,"117,639",-12.83,-4.07
조광피혁,"50,200",400,-0.79%,"5,000","6,649","3,338",0.34,"1,301",55.04,1.61
대신증권우,"12,810",20,-0.16%,"5,000","26,000","3,331",10.63,"27,644",9.59,N/A
대원제약,"15,110",150,-0.98%,500,"21,965","3,319",15.50,"53,689",10.34,13.59
SIMPAC,"5,070",0,0.00%,500,"65,430","3,317",3.90,"158,715",4.36,13.28
아이마켓코리아,"9,920",60,-0.60%,500,"33,429","3,316",8.05,"30,142",14.92,6.16
E1,"47,850",500,-1.03%,"5,000","6,860","3,283",3.71,"13,421",2.31,10.31
농심홀딩스,"70,100",400,-0.57%,"5,000","4,638","3,251",1.48,935,9.53,3.23
남선알미늄,"2,515",20,+0.80%,500,"129,079","3,246",6.50,"5,264,578",10.57,10.30
지역난방공사,"27,900",100,+0.36%,"5,000","11,579","3,230",0.47,"1,086",-1.76,-10.55
KODEX 반도체,"28,160",440,-1.54%,0,"11,400","3,210",0.08,"212,253",N/A,N/A
방림,"7,520",0,0.00%,500,"42,314","3,182",3.04,"359,085",113.94,2.78
HJ중공업,"3,805",5,+0.13%,"5,000","83,274","3,169",18.80,"40,317",-6.32,-12.28
LX하우시스,"35,300",500,-1.40%,"5,000","8,968","3,166",14.15,"17,736",-3.01,-14.25
한화3우B,"14,080",10,-0.07%,"5,000","22,472","3,164",13.53,"12,986",1.05,N/A
이리츠코크렙,"4,980",70,-1.39%,500,"63,342","3,154",1.14,"31,244",33.88,3.80
아세아제지,"35,150",0,0.00%,"5,000","8,957","3,148",5.20,"14,232",3.33,12.43
한국철강,"7,400",40,+0.54%,"1,000","42,450","3,141",10.08,"75,472",4.01,10.55
삼진제약,"22,550",250,-1.10%,"1,000","13,900","3,134",4.33,"39,736",14.32,N/A
한진,"20,800",150,-0.72%,"5,000","14,948","3,109",6.91,"10,095",6.53,3.64
알루코,"3,455",20,-0.58%,500,"89,969","3,108",1.83,"2,922,694",22.29,5.99
한농화성,"19,790","1,120",+6.00%,500,"15,637","3,095",1.14,"3,927,472",36.11,5.71
광동제약,"5,900",10,-0.17%,"1,000","52,421","3,093",18.48,"85,683",12.80,4.76
엘브이엠씨홀딩스,"1,800",3,+0.17%,0,"171,588","3,089",13.62,"949,915",-19.78,-4.45
아세아,"140,900","2,400",-1.67%,"5,000","2,191","3,087",4.38,"1,701",3.67,8.89
환인제약,"16,450",100,-0.60%,500,"18,600","3,060",14.34,"12,039",12.79,7.36
일진다이아,"21,450",500,+2.39%,"1,000","14,203","3,047",1.68,"137,089",-45.44,-1.65
현대비앤지스틸,"20,200",730,+3.75%,"5,000","15,079","3,046",3.52,"3,727,721",11.78,5.10
모토닉,"9,220",40,-0.43%,500,"33,000","3,043",11.44,"30,355",14.16,5.06
신성통상,"2,095",20,-0.95%,500,"143,708","3,011",1.34,"168,948",3.45,25.20
TRUE KIS CD금리투자 ETN,"50,090",0,0.00%,0,"6,000","3,005",0.00,0,N/A,N/A
한국쉘석유,"230,500",500,+0.22%,"5,000","1,300","2,996",62.34,412,11.21,24.02
KODEX 코스피,"26,500",60,-0.23%,0,"11,300","2,994",0.25,"404,792",N/A,N/A
일신방직,"12,860",180,+1.42%,500,"23,280","2,994",7.59,"67,283",2.70,13.80
DL건설,"13,570",40,-0.29%,"5,000","22,053","2,993",2.01,"20,063",5.71,5.67
STX엔진,"13,000",350,-2.62%,"2,500","23,009","2,991",0.00,"28,327",-13.47,-9.81
락앤락,"5,950",10,+0.17%,500,"50,200","2,987",76.74,"48,359",-19.70,-2.38
삼익THK,"14,220",320,-2.20%,500,"21,000","2,986",34.17,"78,198",17.93,N/A
코오롱글로벌,"15,690",310,-1.94%,"5,000","18,933","2,971",1.96,"97,179",2.76,25.00
제일약품,"20,050",250,-1.23%,500,"14,705","2,948",2.91,"36,276",-22.53,-8.03
BYC,"470,500","1,500",+0.32%,"5,000",625,"2,939",1.61,128,11.20,7.08
경방,"10,710",10,+0.09%,500,"27,415","2,936",1.12,"1,941",66.52,0.59
도화엔지니어링,"8,640",40,+0.47%,500,"33,720","2,913",1.61,"275,893",176.33,0.62
KBSTAR Fn수소경제테마,"10,400",20,-0.19%,0,"28,000","2,912",0.02,"97,481",N/A,N/A
키다리스튜디오,"7,860",140,-1.75%,500,"36,971","2,906",0.58,"248,561",-100.77,-1.14
한국콜마홀딩스,"15,580",570,+3.80%,500,"18,577","2,894",14.72,"51,035",-50.42,-0.98
삼양패키징,"18,310",10,+0.05%,"5,000","15,789","2,891",5.26,"5,940",23.56,N/A
SNT다이내믹스,"8,660",90,-1.03%,"2,500","33,253","2,880",3.25,"33,167",12.51,3.51
한전산업,"8,790",410,-4.46%,500,"32,600","2,866",1.78,"518,379",17.62,17.93
현대차증권,"9,020",10,-0.11%,"5,000","31,713","2,860",2.89,"17,595",4.01,7.30
백광산업,"6,330",530,+9.14%,500,"44,918","2,843",5.12,"9,501,797",13.13,10.87
KODEX 은행,"6,290",0,0.00%,0,"45,150","2,840",0.00,"551,728",N/A,N/A
케이씨,"20,750",750,-3.49%,500,"13,554","2,812",7.79,"37,288",2.83,14.47
한솔제지,"11,810",60,+0.51%,"5,000","23,801","2,811",10.13,"99,362",3.81,10.39
테이팩스,"59,400","1,500",+2.59%,500,"4,718","2,802",3.50,"47,750",14.80,13.56
유니퀘스트,"10,240",340,-3.21%,500,"27,356","2,801",52.62,"119,122",5.70,15.17
대한방직,"52,600",100,-0.19%,"1,000","5,300","2,788",0.59,17,-53.29,-3.81
롯데하이마트,"11,780",0,0.00%,"5,000","23,608","2,781",4.39,"15,847",-0.53,-33.81
일진전기,"7,450",130,-1.72%,"1,000","37,080","2,762",2.00,"1,016,667",11.41,7.25
AK홀딩스,"20,800",50,+0.24%,"5,000","13,248","2,755",4.52,"26,610",-4.53,-10.60
코오롱모빌리티그룹,"4,380",65,-1.46%,500,"62,777","2,750",0.99,"872,530",N/A,N/A
대한제당,"3,045",40,-1.30%,500,"89,697","2,731",2.44,"1,332,623",11.45,4.87
하나제약,"15,290",220,-1.42%,500,"17,773","2,717",0.39,"27,045",11.18,9.34
신세계 I&C,"15,780",140,-0.88%,500,"17,200","2,714",3.10,"97,804",3.24,N/A
대상홀딩스,"7,470",30,-0.40%,"1,000","36,213","2,705",4.73,"33,058",8.61,4.47
대동,"11,280",100,+0.89%,"1,000","23,932","2,700",4.13,"288,924",7.23,11.11
HLB글로벌,"6,340",70,+1.12%,500,"42,367","2,686",5.25,"385,366",-23.22,-13.45
그린케미칼,"11,160",310,+2.86%,500,"24,000","2,678",0.52,"424,443",93.00,2.34
코오롱,"21,200",250,-1.17%,"5,000","12,626","2,677",9.81,"15,088",2.12,15.38
와이투솔루션,"1,610",160,+11.03%,500,"165,515","2,665",1.63,"9,887,078",-115.00,-2.60
아주스틸,"10,000",110,-1.09%,500,"26,452","2,645",20.71,"50,699",196.08,0.56
성신양회,"10,760",20,-0.19%,"5,000","24,516","2,638",5.99,"451,255",-10.23,-6.56
NPC,"7,180",0,0.00%,500,"36,720","2,636",2.09,"172,638",10.72,8.44
광주신세계,"32,950",100,-0.30%,"1,000","8,000","2,636",9.26,"7,963",4.63,7.42
동양,"1,097",15,-1.35%,500,"238,684","2,618",5.18,"170,239",-60.94,-0.56
종근당홀딩스,"51,600",200,-0.39%,"2,500","5,010","2,585",5.41,"2,181",241.12,0.20
KBSTAR 단기종합채권(AA-이상)액티브,"103,930",10,+0.01%,0,"2,483","2,581",0.00,235,N/A,N/A
현대지에프홀딩스,"4,040",5,-0.12%,500,"63,824","2,578",10.48,"138,857",7.06,3.06
대원강업,"4,130",210,-4.84%,500,"62,000","2,561",2.78,"643,447",13.59,3.99
스틱인베스트먼트,"6,140",10,+0.16%,500,"41,678","2,559",5.00,"112,172",16.16,N/A
SOL 종합채권(AA-이상)액티브,"102,035",250,-0.24%,0,"2,481","2,531",0.00,4,N/A,N/A
KBSTAR 미국나스닥100,"12,810",60,+0.47%,0,"19,600","2,511",0.01,"127,711",N/A,N/A
KBSTAR 미국S&P500,"11,975",80,+0.67%,0,"20,800","2,491",0.00,"276,272",N/A,N/A
SNT홀딩스,"15,220",180,-1.17%,500,"16,304","2,481",9.54,"6,610",4.83,5.31
KBSTAR 코스피,"26,770",25,+0.09%,0,"9,250","2,476",0.06,"134,519",N/A,N/A
대한제분,"146,100","1,500",-1.02%,"5,000","1,690","2,469",9.07,"1,590",6.00,4.58
태경비케이,"8,950",10,+0.11%,500,"27,583","2,469",2.89,"1,832,189",10.53,14.24
한국금융지주우,"42,100",350,-0.82%,"5,000","5,858","2,466",15.31,"5,827",4.07,N/A
자이에스앤디,"6,340",130,-2.01%,"1,000","38,783","2,459",1.09,"128,779",3.16,24.11
삼영무역,"13,290",50,-0.37%,500,"18,467","2,454",17.75,"5,230",4.56,12.23
유진투자증권,"2,520",35,-1.37%,"5,000","96,866","2,441",6.10,"100,247",15.56,1.62
대성에너지,"8,820",60,-0.68%,"1,000","27,500","2,426",0.86,"70,833",-326.67,-0.24
동화약품,"8,590",110,-1.26%,"1,000","27,931","2,399",3.37,"69,041",11.77,5.73
무림P&P,"3,845",10,+0.26%,"2,500","62,368","2,398",2.27,"142,874",5.33,7.11
사조대림,"26,150",250,+0.97%,"5,000","9,164","2,396",4.62,"44,860",3.37,15.48
에이블씨엔씨,"8,800",310,+3.65%,500,"27,033","2,379",10.39,"185,592",251.43,0.82
일진홀딩스,"4,810",140,-2.83%,"1,000","49,347","2,374",5.01,"341,826",12.90,4.34
JW홀딩스,"3,270",15,-0.46%,500,"72,508","2,371",1.71,"59,207",10.69,22.13
만호제강,"57,100","2,900",+5.35%,"1,000","4,150","2,370",2.79,"19,070",50.80,2.75
현대코퍼레이션,"17,910",270,-1.49%,"5,000","13,229","2,369",7.05,"137,066",3.01,19.83
TIGER 리츠부동산인프라,"4,575",10,-0.22%,0,"51,600","2,361",0.00,"251,126",N/A,N/A
금호건설,"6,350",130,-2.01%,"5,000","36,954","2,347",5.71,"72,889",11.14,3.54
KPX케미칼,"48,450",50,+0.10%,"5,000","4,840","2,345",28.33,935,8.20,4.97
미원홀딩스,"100,600",100,+0.10%,500,"2,320","2,334",0.21,"1,146",11.56,9.54
KBSTAR KIS국고채30년Enhanced,"72,700",185,-0.25%,0,"3,200","2,326",0.75,"55,437",N/A,N/A
TIGER 차이나CSI300,"10,420",115,+1.12%,0,"22,300","2,324",1.97,"85,650",N/A,N/A
교촌에프앤비,"9,280",110,-1.17%,500,"24,983","2,318",0.42,"20,880",43.36,2.98
삼부토건,"1,169",14,+1.21%,"1,000","197,673","2,311",4.52,"1,852,075",-2.89,-35.88
AJ네트웍스,"4,935",40,+0.82%,"1,000","46,822","2,311",3.73,"89,671",25.70,2.49
태경산업,"7,870",290,+3.83%,500,"29,229","2,300",4.87,"652,947",9.99,8.42
삼성출판사,"23,000",300,-1.29%,500,"10,000","2,300",0.66,"23,754",13.99,9.48
GS글로벌,"2,785",30,-1.07%,"2,500","82,534","2,299",3.79,"1,305,456",3.27,19.28
에이프로젠바이오로직스,392,17,-4.16%,500,"585,755","2,296",1.78,"4,460,775",20.63,1.69
동성케미컬,"4,590",25,-0.54%,"1,000","49,690","2,281",2.94,"49,289",6.51,9.69
KBSTAR ESG사회책임투자,"10,605",85,-0.80%,0,"21,500","2,280",0.00,"16,782",N/A,N/A
대덕,"6,670",20,-0.30%,500,"33,890","2,260",7.31,"42,277",12.15,3.21
현대차3우B,"93,800","1,300",-1.37%,"5,000","2,404","2,255",18.85,"15,868",3.53,N/A
한신기계,"6,950",310,-4.27%,500,"32,446","2,255",5.07,"1,215,904",-47.60,-5.30
KPX홀딩스,"53,000",800,-1.49%,"5,000","4,225","2,239",31.10,"1,912",25.12,1.08
SOL 200TR,"11,800",60,-0.51%,0,"18,900","2,230",0.01,"118,585",N/A,N/A
디아이,"7,860",40,-0.51%,500,"28,300","2,224",7.62,"469,975",16.87,9.97
넥센,"4,130",15,-0.36%,500,"53,544","2,211",1.56,"14,750",13.50,1.57
KODEX 골드선물(H),"13,045",80,-0.61%,0,"16,900","2,205",0.07,"121,628",N/A,N/A
하이트진로홀딩스,"9,440",0,0.00%,"5,000","23,207","2,191",7.48,"12,079",7.42,5.62
TIGER 차이나과창판STAR50(합성),"8,745",20,-0.23%,0,"25,050","2,191",2.13,"46,667",N/A,N/A
KODEX K-메타버스액티브,"8,640",110,-1.26%,0,"25,250","2,182",0.66,"183,679",N/A,N/A
대교,"2,570",20,-0.77%,500,"84,703","2,177",1.93,"63,193",-2.00,-29.64
LS전선아시아,"7,080",60,-0.84%,500,"30,625","2,168",1.58,"52,217",-112.38,-1.27
금호석유우,"71,700",100,-0.14%,"5,000","3,023","2,168",7.89,"7,451",2.31,N/A
KODEX 국고채3년,"57,770",20,+0.03%,0,"3,748","2,165",0.01,"1,704",N/A,N/A
TIGER KRX BBIG K-뉴딜,"7,305",70,-0.95%,0,"29,600","2,162",1.34,"96,955",N/A,N/A
이월드,"1,520",15,-0.98%,"1,000","141,806","2,155",0.61,"91,885",38.00,2.32
한독,"15,610",180,-1.14%,500,"13,764","2,148",1.80,"8,506",20.12,2.80
사조산업,"42,900",150,-0.35%,"5,000","5,000","2,145",3.91,"5,578",3.07,14.51
디앤디플랫폼리츠,"3,305",20,-0.60%,"1,000","64,400","2,128",1.22,"72,974",28.25,0.38
흥국화재,"3,285",0,0.00%,"5,000","64,243","2,110",1.72,"61,898",1.45,20.91
두산우,"52,800",900,-1.68%,"5,000","3,996","2,110",14.69,881,-1.62,N/A
S-Oil우,"52,300",500,-0.95%,"2,500","4,022","2,103",12.94,"7,119",2.90,N/A
TIGER Fn반도체TOP10,"7,995",105,-1.30%,0,"26,250","2,099",0.00,"2,603,824",N/A,N/A
HDC랩스,"8,070",50,-0.62%,500,"25,958","2,095",4.42,"4,926",16.85,4.72
화승인더,"3,780",35,-0.92%,500,"55,320","2,091",8.65,"70,091",252.00,0.24
KBSTAR 200TR,"17,905",40,-0.22%,0,"11,600","2,077",0.00,"3,983",N/A,N/A
부국증권,"19,940",10,-0.05%,"5,000","10,370","2,068",1.34,491,6.30,6.25
LG우,"68,400","1,800",+2.70%,"5,000","3,022","2,067",43.94,"19,298",5.54,N/A
삼성전기우,"70,800","1,000",-1.39%,"5,000","2,907","2,058",6.85,"7,161",5.60,N/A
우진,"10,100",490,-4.63%,500,"20,324","2,053",1.12,"578,281",21.67,6.38
NI스틸,"7,170",140,-1.92%,500,"28,600","2,051",4.10,"295,691",4.20,29.57
아모레G3우(전환),"28,850","1,250",+4.53%,500,"7,092","2,046",4.75,"20,050",44.52,N/A
한솔테크닉스,"6,310",190,+3.10%,"5,000","32,110","2,026",7.73,"218,368",13.78,5.04
ACE 단기통안채,"101,260",15,+0.01%,0,"1,984","2,009",0.00,"4,638,361",N/A,N/A
신한서부티엔디리츠,"3,585",15,-0.42%,"1,000","55,956","2,006",1.10,"51,410",36.96,2.02
TIGER 중장기국채,"49,155",55,-0.11%,0,"4,080","2,006",0.07,"5,388",N/A,N/A
대창단조,"7,010",40,-0.57%,500,"28,572","2,003",7.48,"223,490",5.46,16.29
STX,"6,990",0,0.00%,"2,500","28,621","2,001",0.34,"862,869",-14.75,-23.17
선진,"8,400",70,-0.83%,500,"23,780","1,997",12.38,"51,578",8.62,5.64
경인양행,"4,790",80,-1.64%,500,"41,616","1,993",3.89,"49,443",13.88,6.07
예스코홀딩스,"33,150",50,-0.15%,"5,000","6,000","1,989",10.27,"3,606",-19.96,-2.05
경농,"10,180",40,-0.39%,500,"19,523","1,987",0.86,"23,898",7.40,12.08
서연,"8,450",200,-2.31%,500,"23,480","1,984",4.57,"187,019",3.01,13.14
태림포장,"2,775",55,-1.94%,500,"70,806","1,965",1.08,"61,118",11.28,5.25
삼성제약,"2,910",0,0.00%,500,"67,162","1,954",4.81,"302,511",-7.78,-21.83
CJ제일제당 우,"146,700",300,+0.20%,"5,000","1,327","1,947",29.94,"4,127",4.03,N/A
대성산업,"4,295",75,-1.72%,"5,000","45,235","1,943",2.38,"158,207",-16.33,-2.12
백산,"8,280",120,-1.43%,500,"23,415","1,939",2.89,"171,216",4.43,27.95
제일파마홀딩스,"11,970",340,-2.76%,500,"15,973","1,912",10.17,"9,716",-2.56,-19.90
LS네트웍스,"2,425",20,-0.82%,"5,000","78,803","1,911",0.14,"37,782",-80.83,-0.43
ARIRANG 코스피TR,"13,530",75,-0.55%,0,"14,100","1,908",0.00,"31,487",N/A,N/A
삼영전자,"9,520",120,-1.24%,500,"20,000","1,904",39.72,"50,844",10.47,3.52
JW생명과학,"11,950",80,-0.67%,"2,500","15,835","1,892",2.13,"13,652",12.65,11.01
KSS해운,"8,190",10,-0.12%,500,"23,086","1,891",6.07,"74,205",4.16,12.14
KODEX 차이나CSI300,"12,905",115,+0.90%,0,"14,650","1,891",0.17,"57,922",N/A,N/A
ARIRANG 고배당주,"12,250",10,-0.08%,0,"15,360","1,882",0.10,"99,283",N/A,N/A
세종공업,"6,740",160,-2.32%,500,"27,821","1,875",4.26,"185,751",108.71,0.43
삼성 인버스 2X WTI원유 선물 ETN,125,5,+4.17%,0,"1,497,000","1,871",0.00,"3,349,885",N/A,N/A
KBSTAR IT플러스,"17,960",50,-0.28%,0,"10,360","1,861",0.01,"4,396",N/A,N/A
한세예스24홀딩스,"4,645",90,-1.90%,500,"40,000","1,858",2.51,"40,786",8.71,4.80
TIGER Fn메타버스,"8,405",115,-1.35%,0,"22,100","1,858",1.06,"326,793",N/A,N/A
ACE 베트남VN30(합성),"17,160",45,+0.26%,0,"10,800","1,853",0.21,"38,649",N/A,N/A
진흥기업,"1,272",17,-1.32%,500,"145,472","1,850",1.34,"313,129",3.76,25.05
디아이씨,"4,755",305,-6.03%,500,"38,889","1,849",1.78,"1,091,201",60.96,3.12
KODEX 미국채울트라30년선물(H),"8,915",110,-1.22%,0,"20,600","1,836",0.63,"1,136,242",N/A,N/A
동아지질,"13,050",10,+0.08%,500,"14,053","1,834",5.03,"45,902",-8.00,-10.71
제이에스코퍼레이션,"13,690",210,-1.51%,100,"13,336","1,826",1.01,"15,690",2.83,28.26
진양홀딩스,"3,225",20,-0.62%,500,"55,895","1,803",1.93,"31,805",7.36,7.41
이구산업,"5,380",120,+2.28%,500,"33,442","1,799",1.39,"6,327,413",31.46,4.58
HANARO MSCI Korea TR,"14,215",10,+0.07%,0,"12,600","1,791",0.00,60,N/A,N/A
강남제비스코,"27,550",200,+0.73%,"1,000","6,500","1,791",10.21,"50,952",28.94,1.04
유수홀딩스,"6,830",0,0.00%,"2,500","26,042","1,779",17.92,"65,168",6.12,8.97
KOSEF 인도Nifty50(합성),"18,240",75,-0.41%,0,"9,750","1,778",0.24,"69,165",N/A,N/A
휴비스,"5,150",60,-1.15%,"5,000","34,500","1,777",1.39,"53,223",-2.20,-19.00
KODEX 미국나스닥100레버리지(합성 H),"5,410",15,-0.28%,0,"32,800","1,774",0.56,"316,196",N/A,N/A
DB금융투자,"4,180",0,0.00%,"5,000","42,446","1,774",8.85,"21,793","-2,090.00",-0.01
이지스밸류리츠,"4,810",60,+1.26%,"1,000","36,745","1,767",2.13,"61,103",3.46,19.41
ACE 중국본토CSI300,"28,050",235,+0.84%,0,"6,300","1,767",0.07,"2,474",N/A,N/A
STX중공업,"6,180",120,-1.90%,"2,500","28,553","1,765",2.70,"179,841",12.38,8.17
TIGER 25-10 회사채(A+이상)액티브,"50,265",10,+0.02%,0,"3,504","1,761",0.00,"57,437",N/A,N/A
코람코더원리츠,"4,355",25,-0.57%,500,"40,400","1,759",0.86,"72,301",68.05,1.62
해태제과식품,"6,030",40,+0.67%,500,"29,117","1,756",0.66,"7,255",-75.38,-0.91
금호에이치티,895,7,-0.78%,500,"196,141","1,755",1.47,"669,402",-7.85,-6.78
아남전자,"2,260",30,-1.31%,500,"77,125","1,743",7.44,"671,367",12.56,15.76
신세계푸드,"45,000",450,-0.99%,"5,000","3,872","1,743",3.31,"3,667",-32.37,-1.87
삼화페인트,"6,390",70,-1.08%,500,"27,203","1,738",5.75,"72,227",31.02,1.89
NH투자증권우,"9,110",40,-0.44%,"5,000","18,871","1,719",2.15,"21,713",10.33,N/A
TIGER 여행레저,"4,180",85,+2.08%,0,"41,100","1,718",0.07,"457,774",N/A,N/A
퍼스텍,"3,555",50,-1.39%,500,"48,061","1,709",3.62,"1,266,037",96.08,3.59
신라교역,"10,660",90,+0.85%,500,"16,000","1,706",3.17,"5,278",12.02,2.55
TIGER 반도체,"29,245",530,-1.78%,0,"5,820","1,702",0.05,"81,462",N/A,N/A
경보제약,"7,090",140,-1.94%,500,"23,907","1,695",1.83,"69,737",272.69,0.42
태경케미컬,"14,570",140,+0.97%,500,"11,600","1,690",2.50,"48,648",19.07,6.16
한국패러랠,"2,100",5,+0.24%,0,"80,020","1,680",0.00,"10,744",N/A,N/A
동부건설,"7,340",70,-0.94%,"5,000","22,875","1,679",2.02,"107,946",4.23,7.01
현대약품,"5,240",50,-0.95%,500,"32,000","1,677",4.02,"210,942","-1,048.00",-0.19
KODEX ESG종합채권(A-이상)액티브,"103,800",0,0.00%,0,"1,614","1,675",0.00,0,N/A,N/A
TIGER 코스피,"26,800",105,-0.39%,0,"6,250","1,675",0.13,"228,926",N/A,N/A
노루페인트,"8,350",160,-1.88%,500,"20,000","1,670",3.19,"169,133",14.80,3.31
다이나믹디자인,"11,830","2,320",+24.40%,500,"14,107","1,669",0.00,"17,533,670",-1.23,-143.17
KODEX 장기종합채권(AA-이상)액티브KAP,"89,200",325,-0.36%,0,"1,867","1,665",0.00,296,N/A,N/A
한국주철관,"7,300",50,+0.69%,500,"22,800","1,664",4.58,"22,862",13.85,3.53
KOSEF 단기자금,"102,525",5,0.00%,0,"1,613","1,654",0.00,"5,054",N/A,N/A
현대리바트,"8,040",10,+0.12%,"1,000","20,535","1,651",3.85,"44,591",-3.25,-10.95
TIGER 헬스케어,"28,255",610,-2.11%,0,"5,840","1,650",0.08,"83,826",N/A,N/A
KB 블룸버그 인버스2X 천연가스선물 ETN(H),"65,600","4,920",-6.98%,0,"2,500","1,640",0.00,"13,362",N/A,N/A
동아타이어,"11,940",20,+0.17%,500,"13,733","1,640",3.08,"20,255",6.83,6.41
TIGER 23-12 국공채액티브,"203,850",0,0.00%,0,803,"1,637",0.01,"1,696",N/A,N/A
HANARO 200TR,"41,385",95,-0.23%,0,"3,950","1,635",0.00,460,N/A,N/A
인스코비,"1,451",87,+6.38%,500,"112,380","1,631",4.14,"4,927,656",-21.98,-11.23
디씨엠,"14,300",70,-0.49%,500,"11,400","1,630",1.89,"14,515",4.37,15.03
신한 블룸버그 -2X 천연가스 선물 ETN(H),"65,125","5,250",-7.46%,0,"2,500","1,628",0.00,"3,174",N/A,N/A
황금에스티,"9,560",110,-1.14%,500,"17,000","1,625",5.69,"1,405,156",4.02,12.83
아시아나IDT,"14,630",160,-1.08%,500,"11,100","1,624",0.96,"11,593",18.90,5.45
