title,current price,full day fee,fluctuation rate,face value,market cap,number of listed shares,foreigner ratio,trading volume,PER,ROE
ACE 23-12 회사채(AA-이상)액티브,"103,350",25,+0.02%,0,"1,557","1,609",0.01,837,N/A,N/A
세아특수강,"18,740",210,-1.11%,"5,000","8,570","1,606",2.81,"65,379",8.81,5.47
대한화섬,"120,900",500,+0.42%,"5,000","1,328","1,606",0.27,370,4.80,4.59
금강공업,"5,460",20,-0.36%,"1,000","29,329","1,601",2.83,"58,713",3.21,15.03
TIGER 글로벌4차산업혁신기술(합성 H),"15,215",20,-0.13%,0,"10,520","1,601",0.23,"14,800",N/A,N/A
미래에셋 S&P -2X 천연가스 선물 ETN(H),"63,980","5,995",-8.57%,0,"2,500","1,600",0.00,328,N/A,N/A
디와이,"6,040",130,-2.11%,500,"26,320","1,590",5.15,"208,292",-36.83,-1.26
KODEX TRF3070,"11,285",0,0.00%,0,"14,000","1,580",0.07,"28,533",N/A,N/A
SK이노베이션우,"126,400","1,000",-0.78%,"5,000","1,248","1,578",14.43,"26,031",7.55,N/A
KBSTAR iSelect메타버스,"7,365",110,-1.47%,0,"21,420","1,578",0.03,"72,742",N/A,N/A
센트랄모텍,"18,280",130,+0.72%,500,"8,610","1,574",2.53,"1,834,044",139.54,1.12
KODEX 차이나항셍테크,"6,105",40,-0.65%,0,"25,650","1,566",1.12,"535,403",N/A,N/A
무학,"5,490",40,-0.72%,200,"28,500","1,565",4.19,"50,058",-11.86,-2.70
삼성물산우B,"96,100",900,-0.93%,100,"1,627","1,564",14.54,"2,544",8.86,N/A
TIGER 글로벌메타버스액티브,"6,775",5,-0.07%,0,"23,020","1,560",0.46,"41,263",N/A,N/A
KTcs,"3,650",85,-2.28%,500,"42,685","1,558",6.72,"496,139",9.12,9.52
일동홀딩스,"13,420",330,-2.40%,"1,000","11,540","1,549",2.72,"71,813",-1.51,-314.25
동성제약,"5,920",80,-1.33%,"1,000","26,101","1,545",4.68,"33,260",-73.09,-4.75
SNT에너지,"20,500",500,-2.38%,500,"7,507","1,539",3.02,"81,106",10.19,6.04
KODEX 23-12 국고채액티브,"10,195",5,-0.05%,0,"15,040","1,533",0.01,"4,074",N/A,N/A
계룡건설,"17,130",300,-1.72%,"5,000","8,931","1,530",20.18,"19,824",2.53,8.36
대영포장,"1,411",12,-0.84%,500,"108,395","1,529",0.75,"145,738",11.86,7.69
신원,"1,489",1,-0.07%,500,"102,586","1,528",1.99,"206,429",8.05,8.10
삼양통상,"50,700",100,+0.20%,"5,000","3,000","1,521",3.70,722,10.07,3.67
HDC현대EP,"4,755",5,-0.11%,500,"31,900","1,517",5.31,"69,420",13.17,3.79
효성ITX,"13,090",10,+0.08%,500,"11,558","1,513",0.66,"44,866",10.90,17.65
벽산,"2,205",25,-1.12%,500,"68,560","1,512",4.26,"97,757",15.21,4.22
컨버즈,"4,100",0,0.00%,500,"36,810","1,509",0.09,0,-13.18,-81.16
종근당바이오,"27,250",600,-2.15%,"2,500","5,486","1,495",1.62,"24,199",-8.95,-10.80
용평리조트,"3,085",30,-0.96%,"5,000","48,133","1,485",1.29,"17,680",-12.24,-3.17
한컴라이프케어,"5,360",80,+1.52%,200,"27,674","1,483",0.74,"70,748",16.10,7.54
신일전자,"2,085",10,+0.48%,500,"71,048","1,481",4.10,"504,489",139.00,1.27
동남합성,"42,150",100,-0.24%,500,"3,500","1,475",0.02,960,14.33,22.06
샘표,"51,200",400,-0.78%,"1,000","2,876","1,472",4.42,"2,442",14.11,5.35
성안,"2,400",5,-0.21%,500,"61,095","1,466",3.63,"1,532,572",-47.06,-9.33
사조동아원,"1,031",2,-0.19%,500,"141,145","1,455",2.11,"460,941",147.29,0.47
태영건설,"3,740",35,-0.93%,500,"38,899","1,455",7.98,"97,404",2.39,8.54
인지컨트롤스,"9,190",280,-2.96%,500,"15,809","1,453",3.57,"132,416",10.13,7.27
수산중공업,"2,690",45,-1.65%,500,"53,985","1,452",1.80,"277,799",9.21,12.09
TIGER 미국MSCI리츠(합성 H),"11,940",195,+1.66%,0,"11,900","1,421",0.00,"19,571",N/A,N/A
NH올원리츠,"3,350",0,0.00%,500,"42,200","1,414",1.62,"101,957",36.81,1.94
KODEX 배당가치,"12,290",60,-0.49%,0,"11,500","1,413",0.01,"5,310",N/A,N/A
성창기업지주,"2,025",5,-0.25%,500,"69,752","1,412",2.74,"70,317",-10.71,-2.33
TIGER 투자등급회사채액티브,"103,650",65,-0.06%,0,"1,347","1,396",0.02,522,N/A,N/A
유니온머티리얼,"3,310",75,-2.22%,500,"42,000","1,390",2.24,"1,780,308",-662.00,-0.26
미원화학,"62,900",200,+0.32%,"1,000","2,199","1,383",4.62,45,8.51,12.87
대창,"1,513",36,-2.32%,500,"91,140","1,379",2.63,"1,316,193",36.90,1.51
한국석유,"10,840",90,-0.82%,500,"12,694","1,376",1.42,"76,523",12.36,6.98
KODEX 삼성그룹밸류,"9,295",5,-0.05%,0,"14,800","1,376",0.02,602,N/A,N/A
삼성 인버스 2X 코스닥150 선물 ETN,"9,160",125,+1.38%,0,"15,000","1,374",0.01,"1,272,394",N/A,N/A
신한 인버스0.5X S&P500 VIX S/T선물 ETN,"22,810",0,0.00%,0,"6,000","1,369",0.00,0,N/A,N/A
삼성 레버리지 천연가스 선물 ETN B,"1,605",95,+6.29%,0,"85,000","1,364",0.01,"5,385,378",N/A,N/A
대양금속,"4,075",100,-2.40%,500,"33,362","1,360",5.70,"803,236",21.01,N/A
삼원강재,"3,395",120,-3.41%,500,"40,000","1,358",0.39,"1,092,882",10.45,5.79
KBSTAR 코스닥150,"13,650",70,-0.51%,0,"9,920","1,354",0.02,"18,290",N/A,N/A
신흥,"14,230",0,0.00%,500,"9,500","1,352",0.10,"6,925",15.97,8.13
한솔홀딩스,"3,210",5,+0.16%,"1,000","42,009","1,348",12.23,"33,333",2.81,8.83
유화증권,"2,375",0,0.00%,"1,000","56,702","1,347",1.33,"7,033",41.67,0.85
노루홀딩스,"10,110",110,-1.08%,500,"13,291","1,344",3.75,"6,892",5.47,6.56
한국수출포장,"3,340",275,-7.61%,500,"40,000","1,336",4.00,"520,500",6.57,7.47
ARIRANG 국고채30년액티브,"98,250",655,-0.66%,0,"1,357","1,333",0.00,250,N/A,N/A
팜스코,"3,630",50,-1.36%,500,"36,728","1,333",1.28,"35,489",-4.07,-11.68
동양철관,"1,121",7,+0.63%,500,"118,885","1,333",4.29,"1,889,206",33.97,4.62
샘표식품,"28,950",200,-0.69%,500,"4,568","1,323",4.53,"4,300",10.09,5.92
광전자,"2,280",40,-1.72%,500,"57,944","1,321",20.43,"68,971",9.54,6.33
한국화장품제조,"29,000","1,050",+3.76%,500,"4,532","1,314",1.89,"65,472",32.58,8.94
한국내화,"3,195",15,-0.47%,500,"41,067","1,312",0.43,"78,953",159.75,0.34
웅진,"1,641",13,-0.79%,500,"79,927","1,312",3.64,"253,962",15.93,11.86
KCTC,"4,370",50,+1.16%,500,"30,000","1,311",2.13,"365,230",4.99,11.14
TIGER 현대차그룹+펀더멘털,"23,680",445,-1.84%,0,"5,500","1,302",0.02,"43,849",N/A,N/A
경동도시가스,"22,050",350,-1.56%,"2,500","5,895","1,300",17.57,"9,530",5.38,6.28
디와이파워,"11,750",330,-2.73%,500,"11,042","1,297",4.60,"43,029",7.27,7.66
한국공항,"40,950",50,-0.12%,"5,000","3,166","1,297",4.30,"7,885",22.45,1.84
SOL 미국배당다우존스,"9,590",80,+0.84%,0,"13,500","1,295",0.37,"373,944",N/A,N/A
TRUE 코스피 양매도 5% OTM ETN,"8,595",15,+0.17%,0,"15,000","1,289",0.00,10,N/A,N/A
미래산업,"27,850",250,-0.89%,500,"4,575","1,274",3.60,"223,405",15.46,9.02
덕양산업,"3,900",240,-5.80%,500,"32,565","1,270",0.24,"1,418,661",8.04,22.57
조흥,"211,500","2,000",+0.95%,"5,000",600,"1,269",0.00,188,11.40,N/A
극동유화,"3,630",85,-2.29%,500,"34,869","1,266",2.13,"178,745",6.34,10.63
TIGER 중국소비테마,"7,340",210,+2.95%,0,"17,100","1,255",0.07,"3,946,953",N/A,N/A
두산퓨얼셀1우,"9,390",70,-0.74%,100,"13,364","1,255",15.39,"15,950",199.79,N/A
한국화장품,"7,760",190,+2.51%,500,"16,068","1,247",1.07,"103,232",209.73,2.68
조선선재,"99,100",600,-0.60%,500,"1,258","1,246",1.72,"3,079",11.85,8.02
삼영화학,"3,655",35,+0.97%,500,"34,000","1,243",3.00,"404,516",46.27,5.37
한국특강,"2,050",10,-0.49%,500,"60,590","1,242",0.26,"55,479",2.98,23.44
미래에셋 코스피 양매도 5% OTM ETN,"8,280",0,0.00%,0,"15,000","1,242",0.00,0,N/A,N/A
KBSTAR 코스닥150선물레버리지,"12,730",95,-0.74%,0,"9,700","1,235",0.00,"3,024",N/A,N/A
대신증권2우B,"12,240",40,-0.33%,"5,000","10,000","1,224",2.18,"8,412",9.16,N/A
CJ우,"53,900",900,+1.70%,"5,000","2,260","1,218",7.49,"2,865",9.51,N/A
KTOP K200액티브,"10,380",45,-0.43%,0,"11,700","1,214",0.00,"2,165",N/A,N/A
금비,"121,300","6,500",-5.09%,"5,000","1,000","1,213",1.04,"17,654",-8.84,-13.84
광명전기,"2,790",45,-1.59%,500,"43,338","1,209",1.65,"1,175,327",22.50,4.91
TIGER 24-04 회사채(A+이상)액티브,"50,225",30,+0.06%,0,"2,398","1,204",0.00,"26,776",N/A,N/A
TIGER 종합채권(AA-이상)액티브,"50,390",30,-0.06%,0,"2,390","1,204",0.00,"5,334",N/A,N/A
KTis,"3,450",70,-1.99%,500,"34,802","1,201",5.63,"350,513",7.55,8.19
TRUE 블룸버그 인버스 2X 천연가스선물 ETN,"60,000","4,355",-6.77%,0,"2,000","1,200",0.00,"25,727",N/A,N/A
키움 INDXX 미국테크탑10 ETN,"11,980",30,+0.25%,0,"10,000","1,198",0.00,2,N/A,N/A
일성건설,"2,210",65,-2.86%,500,"54,025","1,194",65.23,"183,692",16.49,6.30
TIGER 코스닥150,"14,135",60,-0.42%,0,"8,440","1,193",0.02,"57,272",N/A,N/A
KODEX 미국달러선물,"11,910",40,+0.34%,0,"9,970","1,187",0.29,"69,248",N/A,N/A
ACE 24-12 회사채(AA-이상)액티브,"105,360",50,-0.05%,0,"1,119","1,179",0.12,988,N/A,N/A
한양증권,"9,170",20,+0.22%,"5,000","12,729","1,167",6.69,"7,535",5.06,5.39
동방,"2,420",25,-1.02%,"1,000","47,972","1,161",2.42,"124,202",142.35,0.63
한진중공업홀딩스,"3,930",40,-1.01%,"5,000","29,530","1,161",1.43,"54,694",7.89,4.44
미창석유,"66,700",200,-0.30%,"5,000","1,740","1,160",31.95,"1,006",4.96,7.51
세이브존I&C,"2,820",10,-0.35%,"1,000","41,041","1,157",9.17,"12,821",12.59,1.99
TIGER 200선물인버스2X,"2,770",20,+0.73%,0,"41,600","1,152",2.36,"2,037,574",N/A,N/A
KODEX 미국나스닥100선물(H),"16,115",25,-0.15%,0,"7,150","1,152",1.27,"42,796",N/A,N/A
큐로,497,7,-1.39%,500,"231,212","1,149",1.20,"3,826,974",10.14,10.85
삼익악기,"1,266",26,+2.10%,500,"90,531","1,146",2.45,"336,649",7.58,5.85
대유플러스,947,21,+2.27%,500,"120,999","1,146",1.88,"12,535,684",-3.01,-46.38
플레이그램,944,34,-3.48%,100,"121,195","1,144",2.48,"742,244",67.43,2.05
인천도시가스,"26,100",0,0.00%,"5,000","4,375","1,142",2.58,"2,454",9.37,6.23
토니모리,"4,745",220,+4.86%,200,"24,055","1,141",1.46,"223,663","-1,581.67",-0.09
화승코퍼레이션,"2,265",105,+4.86%,500,"50,051","1,134",2.12,"827,597",40.45,1.68
CJ씨푸드,"3,150",20,+0.64%,500,"35,931","1,132",1.75,"82,680",15.37,10.39
제일연마,"11,280",10,-0.09%,500,"10,000","1,128",4.74,"10,084",51.51,2.37
유니켐,"1,435",24,-1.64%,500,"78,227","1,123",2.24,"254,271",44.84,2.04
TIGER 미디어컨텐츠,"7,395",75,-1.00%,0,"15,030","1,111",0.12,"272,781",N/A,N/A
유니온,"7,080",210,-2.88%,500,"15,612","1,105",1.82,"875,717",-10.93,-8.03
유니드비티플러스,"10,410",690,-6.22%,"1,000","10,611","1,105",6.02,"249,610",18.93,N/A
삼화전기,"16,600",100,-0.60%,"1,000","6,614","1,098",24.57,"36,938",10.30,16.03
무림페이퍼,"2,635",15,+0.57%,"2,500","41,609","1,096",3.48,"578,826",7.22,3.75
TIGER 미국채10년선물,"11,765",10,+0.09%,0,"9,300","1,094",0.68,"267,266",N/A,N/A
에이플러스에셋,"4,830",80,-1.63%,500,"22,608","1,092",1.31,"55,555",2.17,41.26
KBSTAR 25-11 회사채(AA-이상)액티브,"52,880",0,0.00%,0,"2,062","1,090",0.05,"9,764",N/A,N/A
이지스레지던스리츠,"3,845",10,+0.26%,"1,000","28,359","1,090",0.34,"18,957",1.74,N/A
유유제약,"6,290",10,+0.16%,"1,000","17,232","1,084",1.97,"49,958",-20.83,-4.97
팜젠사이언스,"6,820",110,-1.59%,500,"15,831","1,080",2.13,"156,265",1.52,41.94
KBSTAR 2차전지액티브,"13,670",25,+0.18%,0,"7,880","1,077",0.00,"463,605",N/A,N/A
TRUE 레버리지 나스닥 100 ETN,"21,510",65,+0.30%,0,"5,000","1,076",0.00,"10,198",N/A,N/A
모나리자,"2,930",20,+0.69%,500,"36,571","1,072",1.47,"64,296",45.78,3.06
가온전선,"16,850",560,-3.22%,"5,000","6,359","1,071",2.47,"61,759",8.50,3.66
대원화성,"2,580",25,-0.96%,500,"41,249","1,064",1.22,"398,585",-11.03,-14.44
대구백화점,"9,820",120,+1.24%,"5,000","10,822","1,063",0.52,"2,474",-5.72,-7.66
지투알,"6,390",80,-1.24%,"1,000","16,567","1,059",32.71,"76,845",6.06,10.34
SG세계물산,522,5,-0.95%,500,"202,425","1,057",1.83,"440,486",58.00,0.73
TRUE 레버리지 S&P500 선물 ETN(H),"21,090",20,+0.09%,0,"5,000","1,054",0.00,526,N/A,N/A
깨끗한나라,"2,830",15,-0.53%,"1,000","37,241","1,054",0.97,"75,912",-36.75,-1.24
삼일제약,"7,590",100,-1.30%,500,"13,714","1,041",3.29,"63,796","-3,795.00",-0.03
크라운제과,"8,310",70,-0.84%,200,"12,524","1,041",2.70,"26,657",4.08,15.34
한화솔루션우,"40,300","1,350",+3.47%,"5,000","2,575","1,038",5.45,"131,520",21.62,N/A
현대코퍼레이션홀딩스,"11,390",220,-1.89%,"5,000","9,101","1,037",3.32,"26,276",3.08,15.95
미래에셋글로벌리츠,"3,565",25,-0.70%,"1,000","29,060","1,036",0.62,"24,927",26.60,N/A
히어로즈 단기채권ESG액티브,"102,170",0,0.00%,0,"1,010","1,032",0.08,0,N/A,N/A
두올,"3,115",5,+0.16%,"2,500","33,067","1,030",0.72,"181,740",14.16,3.78
보락,"1,715",13,-0.75%,200,"59,900","1,027",1.86,"294,565",33.63,6.54
KODEX 미국S&P500선물(H),"19,700",20,+0.10%,0,"5,200","1,024",0.61,"53,245",N/A,N/A
엔에이치스팩19호,"1,990",0,0.00%,100,"51,290","1,021",2.51,0,165.83,0.62
화성산업,"10,010",190,-1.86%,"5,000","10,150","1,016",7.88,"20,034",4.67,6.28
신영와코루,"11,270",90,-0.79%,500,"9,000","1,014",26.34,767,4.32,6.86
에이엔피,"2,490",70,+2.89%,500,"40,581","1,010",0.00,"2,219,354",-2.29,N/A
신한 S&P500 VIX S/T 선물 ETN D,"16,820",305,-1.78%,0,"6,000","1,009",0.00,"39,669",N/A,N/A
일신석재,"1,296",20,-1.52%,500,"77,457","1,004",2.34,"307,305",43.20,4.37
기신정기,"3,435",15,-0.43%,500,"29,200","1,003",63.81,"11,871",14.43,3.44
QV KIS CD금리투자 ETN,"50,095",5,+0.01%,0,"2,000","1,002",0.00,4,N/A,N/A
웰바이오텍,"1,508",47,-3.02%,500,"66,432","1,002",2.11,"553,046",-15.39,-17.91
메리츠 KIS CD금리투자 ETN,"50,085",0,0.00%,0,"2,000","1,002",0.00,0,N/A,N/A
인팩,"9,970",820,-7.60%,500,"10,000",997,2.55,"451,784",7.55,12.28
대현,"2,235",5,-0.22%,500,"44,282",990,7.00,"100,245",3.89,10.97
HANARO 200 TOP10,"8,495",40,-0.47%,0,"11,650",990,21.46,473,N/A,N/A
콤텍시스템,817,10,-1.21%,500,"121,051",989,4.27,"679,482",4.06,16.63
조광페인트,"7,720",90,-1.15%,500,"12,800",988,2.46,"31,803",-13.64,-4.21
국제약품,"4,645",20,+0.43%,"1,000","21,160",983,2.43,"117,361",27.65,4.99
지엠비코리아,"5,120",100,-1.92%,500,"19,072",976,55.38,"31,442",8.24,4.75
삼성공조,"12,000",90,-0.74%,500,"8,126",975,2.51,"23,186",2.38,17.22
ACE 국고채10년,"88,040",75,-0.09%,0,"1,107",975,0.09,"3,128",N/A,N/A
휴니드,"6,880",210,-2.96%,"5,000","14,116",971,27.22,"130,751",10.49,6.67
HL D&I,"2,565",30,-1.16%,"5,000","37,859",971,1.80,"29,551",4.81,5.95
크라운해태홀딩스,"6,320",20,-0.32%,500,"14,847",938,2.13,"12,997",11.68,2.89
고려산업,"3,750",25,-0.66%,"1,000","24,939",935,4.14,"371,391",133.93,0.65
신한 레버리지 코스닥 150 선물 ETN,"37,340",180,-0.48%,0,"2,500",934,0.00,62,N/A,N/A
대호에이엘,"1,655",45,-2.65%,500,"55,800",923,3.23,"528,162",14.52,8.19
남광토건,"9,380",120,-1.26%,"5,000","9,833",922,0.77,"14,463",4.77,19.85
대동전자,"8,790",260,-2.87%,500,"10,490",922,41.15,"31,323",18.86,5.13
한신공영,"7,950",30,-0.38%,"5,000","11,571",920,7.85,"58,610",2.02,6.49
새론오토모티브,"4,785",70,-1.44%,500,"19,200",919,66.57,"10,810",-15.44,-2.54
TRUE 인버스 2X 코스닥 150 선물 ETN,"9,165",115,+1.27%,0,"10,000",916,0.00,"643,656",N/A,N/A
한국프랜지,"3,000",125,-4.00%,"1,000","30,450",914,4.12,"243,773",2.74,12.16
명문제약,"2,690",50,-1.82%,500,"33,953",913,1.43,"87,052",11.59,9.27
하이스틸,"4,515",145,-3.11%,500,"20,191",912,1.41,"731,607",7.87,8.03
SH에너지화학,820,0,0.00%,500,"111,134",911,34.48,"471,646",48.24,1.99
아모레G우,"14,120",550,+4.05%,500,"6,444",910,40.23,"19,713",21.79,N/A
삼호개발,"3,635",35,-0.95%,500,"25,000",909,4.53,"24,198",15.34,2.70
TIGER 200 건설,"3,365",35,-1.03%,0,"26,980",908,0.58,"1,571,949",N/A,N/A
DRB동일,"4,540",110,-2.37%,500,"19,930",905,0.43,"9,618",58.96,0.42
이건산업,"8,230",80,-0.96%,"5,000","10,953",901,6.27,"98,058",16.83,2.74
KC코트렐,"2,605",95,-3.52%,500,"34,600",901,0.34,"1,020,148",-2.56,-41.86
대원전선,"1,251",38,-2.95%,500,"71,965",900,2.42,"2,259,435",69.50,1.51
한솔홈데코,"1,114",14,-1.24%,"1,000","80,565",897,3.41,"234,744",-18.57,-3.11
TIGER KRX바이오K-뉴딜,"6,165",130,-2.07%,0,"14,550",897,0.50,"562,363",N/A,N/A
사조씨푸드,"5,200",40,-0.76%,"1,000","17,219",895,2.39,"38,430",10.79,3.54
KODEX 국고채30년액티브,"101,715",305,-0.30%,0,879,894,0.01,"99,431",N/A,N/A
텔코웨어,"9,200",40,-0.43%,500,"9,703",893,1.01,"2,834",23.06,3.50
다스코,"4,585",65,-1.40%,500,"19,397",889,3.41,"54,823",53.94,1.16
마스턴프리미어리츠,"3,340",10,-0.30%,"1,000","26,580",888,0.42,"56,853",7.95,N/A
KBSTAR Fn5G테크,"8,275",55,-0.66%,0,"10,700",885,0.02,"11,328",N/A,N/A
한솔로지스틱스,"3,215",35,-1.08%,500,"27,477",883,3.50,"484,772",3.65,26.80
신한 레버리지 은 선물 ETN(H),"8,790",260,-2.87%,0,"10,000",879,0.00,"28,006",N/A,N/A
마니커,"1,383",5,-0.36%,500,"63,511",878,1.96,"148,565",86.44,2.04
KODEX 국채선물10년,"64,640",140,-0.22%,0,"1,356",877,0.03,"3,453",N/A,N/A
진양산업,"6,740",60,+0.90%,500,"13,000",876,0.78,"131,407",14.28,12.43
KC그린홀딩스,"3,895",15,-0.38%,500,"22,435",874,1.15,"175,035",-28.85,-1.86
DSR,"5,450",90,-1.62%,500,"16,000",872,2.19,"47,898",3.63,12.80
혜인,"6,850",80,-1.15%,500,"12,713",871,3.92,"342,260",-42.02,-1.89
동방아그로,"6,390",20,-0.31%,500,"13,618",870,31.07,"19,165",12.83,4.57
KODEX 은선물(H),"4,940",70,-1.40%,0,"17,600",869,0.01,"225,336",N/A,N/A
TIGER 미국다우존스30,"22,195",245,+1.12%,0,"3,880",861,0.18,"14,467",N/A,N/A
한일철강,"3,220",20,+0.63%,500,"26,697",860,1.02,"50,416",-57.50,-0.87
화천기공,"39,000",100,-0.26%,"5,000","2,200",858,9.14,"3,202",2.29,11.47
동일고무벨트,"6,170",40,-0.64%,500,"13,900",858,2.20,"14,314",11.00,3.74
솔루스첨단소재1우,"10,130",260,-2.50%,100,"8,455",857,12.14,"26,739",-39.11,N/A
SK우,"151,000","1,400",-0.92%,200,566,855,1.04,"1,645",10.27,N/A
TIGER 200선물레버리지,"12,545",75,-0.59%,0,"6,800",853,3.43,"93,080",N/A,N/A
보해양조,611,4,-0.65%,500,"139,120",850,1.28,"196,989",-30.55,-3.39
한창제지,"1,421",22,-1.52%,500,"59,667",848,0.73,"38,058",67.67,1.15
KBSTAR 단기국공채액티브,"105,045",10,+0.01%,0,805,846,0.00,"5,242",N/A,N/A
KH 필룩스,442,0,0.00%,500,"190,713",843,5.90,0,-0.72,-21.61
신송홀딩스,"7,120",110,+1.57%,500,"11,829",842,1.97,"80,302",56.06,1.58
코스맥스비티아이,"8,720",90,+1.04%,500,"9,604",837,3.92,"23,227",-12.82,-2.14
KODEX 미국메타버스나스닥액티브,"6,955",15,-0.22%,0,"12,000",835,0.67,"27,580",N/A,N/A
상상인증권,769,4,+0.52%,"1,000","108,337",833,0.54,"35,260",21.97,1.76
ACE G2전기차&자율주행액티브,"8,855",95,+1.08%,0,"9,400",832,0.15,"31,375",N/A,N/A
DSR제강,"5,780",110,-1.87%,500,"14,400",832,4.63,"120,264",2.88,17.17
조비,"15,780",170,-1.07%,"5,000","5,192",819,1.44,"8,175",9.48,15.06
화승알앤에이,"4,290",45,-1.04%,500,"18,994",815,1.79,"108,533",6.42,15.85
써니전자,"2,310",30,-1.28%,500,"34,845",805,7.00,"216,640",15.93,7.12
한세엠케이,"2,660",0,0.00%,500,"30,107",801,0.51,"6,453",-1.52,-88.24
남성,"2,205",15,-0.68%,500,"36,212",798,1.82,"67,882",25.06,2.67
부산산업,"75,400","1,500",-1.95%,"5,000","1,056",796,2.65,"5,269",30.76,4.56
서울식품,212,2,+0.95%,100,"374,756",794,2.13,"4,019,321",106.00,2.49
태평양물산,"1,632",24,-1.45%,500,"48,636",794,3.18,"192,898",3.14,13.73
NH프라임리츠,"4,245",10,+0.24%,500,"18,660",792,0.25,"15,606",10.77,7.59
대유에이텍,680,2,-0.29%,500,"115,933",788,1.58,"708,453",-1.38,-55.60
케이비아이동국실업,784,4,-0.51%,500,"100,273",786,0.29,"346,244",17.04,2.43
삼화왕관,"36,400","1,200",-3.19%,"5,000","2,154",784,4.08,"3,245",-4.55,-13.08
TIGER 소프트웨어,"9,190",125,-1.34%,0,"8,520",783,0.08,"74,667",N/A,N/A
ARIRANG 신흥국MSCI(합성 H),"9,205",25,-0.27%,0,"8,480",781,0.10,"21,358",N/A,N/A
영흥,766,4,-0.52%,500,"101,310",776,0.58,"122,650",-255.33,-0.20
유성기업,"2,990",5,-0.17%,500,"25,948",776,11.09,"57,135",4.08,6.72
호전실업,"7,930",100,-1.25%,500,"9,750",773,1.95,"38,065",2.84,21.24
오리엔트바이오,652,12,+1.88%,500,"118,583",773,1.18,"535,546",4.32,51.92
천일고속,"54,000","1,100",-2.00%,"5,000","1,429",772,0.04,224,-12.85,-19.21
SK케미칼우,"36,400",700,-1.89%,"5,000","2,115",770,16.32,"3,222",3.74,N/A
시디즈,"38,400",250,+0.66%,500,"2,000",768,1.09,"19,580",30.19,N/A
인터지스,"2,580",40,-1.53%,500,"29,748",767,3.10,"85,204",2.49,13.56
덕성,"4,870",35,-0.71%,500,"15,680",764,2.73,"102,738",33.13,2.99
문배철강,"3,715",0,0.00%,500,"20,504",762,1.77,"288,625",2.90,16.87
엔케이,946,21,-2.17%,500,"79,983",757,2.68,"615,969",7.06,9.85
비상교육,"5,820",60,+1.04%,500,"12,997",756,5.38,"15,422",-74.62,-0.51
세원정공,"7,540",110,+1.48%,500,"10,000",754,14.34,"14,094",-41.43,-2.52
우성,"24,400",100,+0.41%,"5,000","3,090",754,0.98,"5,766",595.12,0.07
티웨이홀딩스,687,41,+6.35%,500,"109,472",752,1.15,"1,736,921",1.42,48.59
신세계건설,"18,740",470,-2.45%,"5,000","4,000",750,6.49,"16,714",-5.27,-5.58
KODEX 미국반도체MV,"11,430",20,+0.18%,0,"6,550",749,0.11,"22,119",N/A,N/A
한국종합기술,"6,820",90,-1.30%,500,"10,950",747,2.46,"69,734",19.65,2.61
태양금속,"2,030",90,-4.25%,500,"36,700",745,3.91,"719,198",-126.88,-0.62
미래에셋 레버리지 코스닥150 선물 ETN,"37,165",325,-0.87%,0,"2,000",743,0.00,"22,280",N/A,N/A
국동,"1,290",11,-0.85%,500,"57,372",740,3.71,"403,058",51.60,1.32
영보화학,"3,690",25,+0.68%,500,"20,000",738,52.16,"40,829",11.05,4.27
두산2우B,"82,500","1,200",-1.43%,"5,000",893,737,0.12,364,-2.54,N/A
KBSTAR 미국단기투자등급회사채액티브,"10,140",50,+0.50%,0,"7,250",735,0.00,553,N/A,N/A
사조오양,"7,790",30,-0.38%,"5,000","9,423",734,2.07,"7,023",8.61,4.24
우진플라임,"3,670",60,-1.61%,500,"20,000",734,6.87,"50,211",3.36,23.63
KODEX 미국종합채권SRI액티브(H),"97,290",430,-0.44%,0,752,732,0.00,526,N/A,N/A
미래에셋 인버스 2X 코스닥150 선물 ETN,"9,145",115,+1.27%,0,"8,000",732,0.00,"2,351,568",N/A,N/A
티에이치엔,"4,060",165,-3.91%,500,"18,000",731,4.21,"297,133",-15.38,-5.48
TIGER 차이나CSI300레버리지(합성),"22,590",500,+2.26%,0,"3,220",727,0.00,"35,285",N/A,N/A
신풍제약우,"33,000",950,-2.80%,500,"2,200",726,0.12,"6,061",-51.48,N/A
까뮤이앤씨,"1,602",25,-1.54%,500,"45,152",723,1.43,"104,611",-4.55,-17.86
KBSTAR 중국본토대형주CSI100,"19,025",130,+0.69%,0,"3,800",723,0.00,"5,038",N/A,N/A
범양건영,"2,900",50,-1.69%,"1,000","24,832",720,2.25,"166,485",-7.84,-11.33
KODEX WTI원유선물(H),"14,770",210,-1.40%,0,"4,875",720,0.38,"151,230",N/A,N/A
인디에프,"1,018",3,-0.29%,500,"70,713",720,2.73,"206,648",-7.07,-25.55
평화산업,"1,309",99,-7.03%,500,"54,902",719,2.77,"1,018,671",11.79,18.05
부국철강,"3,580",15,+0.42%,500,"20,000",716,3.22,"211,686",10.08,5.76
TIGER 경기방어,"9,200",35,-0.38%,0,"7,780",716,0.00,"3,197",N/A,N/A
미래에셋맵스리츠,"3,560",5,+0.14%,"1,000","20,100",716,0.55,"12,691",111.25,0.69
한창,896,51,+6.04%,500,"79,396",711,2.48,"5,004,143",-10.18,-25.34
ACE 미국WideMoat가치주,"19,730",135,+0.69%,0,"3,600",710,0.17,"18,457",N/A,N/A
